PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Gender,Age_Imputed,Title,FamilySize,IsAlone,CabinDeck,TicketCount,Fare_outlier,Fare_capped,AgeGroup,Embarked_filled,Age_clean,Gender_num
746,0,1,male,70.0,1,1,71.0,S,0,70.0,,3,False,B,2,False,71.0,Senior,S,70.0,
747,0,3,male,16.0,1,1,20.25,S,0,16.0,,3,False,U,2,False,20.25,Teen,S,16.0,
748,1,2,female,30.0,0,0,13.0,S,1,30.0,,1,True,U,1,False,13.0,Adult,S,30.0,
749,0,1,male,19.0,1,0,53.1,S,0,19.0,,2,False,D,1,False,53.1,YoungAdult,S,19.0,
750,0,3,male,31.0,0,0,7.75,Q,0,31.0,,1,True,U,1,False,7.75,Adult,Q,31.0,
751,1,2,female,4.0,1,1,23.0,S,1,4.0,,3,False,U,1,False,23.0,Child,S,4.0,
752,1,3,male,6.0,0,1,12.475,S,0,6.0,,2,False,E,2,False,12.475,Child,S,6.0,
753,0,3,male,33.0,0,0,9.5,S,0,33.0,,1,True,U,1,False,9.5,Adult,S,33.0,
754,0,3,male,23.0,0,0,7.8958,S,0,23.0,,1,True,U,1,False,7.8958,YoungAdult,S,23.0,
755,1,2,female,48.0,1,2,65.0,S,1,48.0,,4,False,U,2,False,65.0,Adult,S,48.0,
756,1,2,male,0.67,1,1,14.5,S,0,0.67,,3,False,U,2,False,14.5,Child,S,0.67,
757,0,3,male,28.0,0,0,7.7958,S,0,28.0,,1,True,U,1,False,7.7958,YoungAdult,S,28.0,
758,0,2,male,18.0,0,0,11.5,S,0,18.0,,1,True,U,1,False,11.5,YoungAdult,S,18.0,
759,0,3,male,34.0,0,0,8.05,S,0,34.0,,1,True,U,1,False,8.05,Adult,S,34.0,
760,1,1,female,33.0,0,0,86.5,S,1,33.0,,1,True,B,3,False,86.5,Adult,S,33.0,
761,0,3,male,,0,0,14.5,S,0,25.0,,1,True,U,2,False,14.5,YoungAdult,S,25.0,
762,0,3,male,41.0,0,0,7.125,S,0,41.0,,1,True,U,1,False,7.125,Adult,S,41.0,
763,1,3,male,20.0,0,0,7.2292,C,0,20.0,,1,True,U,1,False,7.2292,YoungAdult,C,20.0,
764,1,1,female,36.0,1,2,120.0,S,1,36.0,,4,False,B,4,False,120.0,Adult,S,36.0,
765,0,3,male,16.0,0,0,7.775,S,0,16.0,,1,True,U,1,False,7.775,Teen,S,16.0,
766,1,1,female,51.0,1,0,77.9583,S,1,51.0,,2,False,D,3,False,77.9583,Adult,S,51.0,
767,0,1,male,,0,0,39.6,C,0,40.0,,1,True,U,1,False,39.6,Adult,C,40.0,
768,0,3,female,30.5,0,0,7.75,Q,1,30.5,,1,True,U,1,False,7.75,Adult,Q,30.5,
769,0,3,male,,1,0,24.15,Q,0,25.0,,2,False,U,3,False,24.15,YoungAdult,Q,25.0,
770,0,3,male,32.0,0,0,8.3625,S,0,32.0,,1,True,U,1,False,8.3625,Adult,S,32.0,
771,0,3,male,24.0,0,0,9.5,S,0,24.0,,1,True,U,1,False,9.5,YoungAdult,S,24.0,
772,0,3,male,48.0,0,0,7.8542,S,0,48.0,,1,True,U,1,False,7.8542,Adult,S,48.0,
773,0,2,female,57.0,0,0,10.5,S,1,57.0,,1,True,E,2,False,10.5,Adult,S,57.0,
774,0,3,male,,0,0,7.225,C,0,25.0,,1,True,U,1,False,7.225,YoungAdult,C,25.0,
775,1,2,female,54.0,1,3,23.0,S,1,54.0,,5,False,U,1,False,23.0,Adult,S,54.0,
776,0,3,male,18.0,0,0,7.75,S,0,18.0,,1,True,U,1,False,7.75,YoungAdult,S,18.0,
777,0,3,male,,0,0,7.75,Q,0,25.0,,1,True,F,1,False,7.75,YoungAdult,Q,25.0,
778,1,3,female,5.0,0,0,12.475,S,1,5.0,,1,True,U,2,False,12.475,Child,S,5.0,
779,0,3,male,,0,0,7.7375,Q,0,25.0,,1,True,U,1,False,7.7375,YoungAdult,Q,25.0,
780,1,1,female,43.0,0,1,211.3375,S,1,43.0,,2,False,B,3,False,211.3375,Adult,S,43.0,
781,1,3,female,13.0,0,0,7.2292,C,1,13.0,,1,True,U,1,False,7.2292,Teen,C,13.0,
782,1,1,female,17.0,1,0,57.0,S,1,17.0,,2,False,B,2,False,57.0,Teen,S,17.0,
783,0,1,male,29.0,0,0,30.0,S,0,29.0,,1,True,D,1,False,30.0,YoungAdult,S,29.0,
784,0,3,male,,1,2,23.45,S,0,25.0,,4,False,U,2,False,23.45,YoungAdult,S,25.0,
785,0,3,male,25.0,0,0,7.05,S,0,25.0,,1,True,U,1,False,7.05,YoungAdult,S,25.0,
786,0,3,male,25.0,0,0,7.25,S,0,25.0,,1,True,U,1,False,7.25,YoungAdult,S,25.0,
787,1,3,female,18.0,0,0,7.4958,S,1,18.0,,1,True,U,1,False,7.4958,YoungAdult,S,18.0,
788,0,3,male,8.0,4,1,29.125,Q,0,8.0,,6,False,U,5,False,29.125,Child,Q,8.0,
789,1,3,male,1.0,1,2,20.575,S,0,1.0,,4,False,U,2,False,20.575,Child,S,1.0,
790,0,1,male,46.0,0,0,79.2,C,0,46.0,,1,True,B,2,False,79.2,Adult,C,46.0,
791,0,3,male,,0,0,7.75,Q,0,25.0,,1,True,U,1,False,7.75,YoungAdult,Q,25.0,
792,0,2,male,16.0,0,0,26.0,S,0,16.0,,1,True,U,2,False,26.0,Teen,S,16.0,
793,0,3,female,,8,2,69.55,S,1,21.5,,11,False,U,7,False,69.55,YoungAdult,S,21.5,
794,0,1,male,,0,0,30.6958,C,0,40.0,,1,True,U,1,False,30.6958,Adult,C,40.0,
795,0,3,male,25.0,0,0,7.8958,S,0,25.0,,1,True,U,1,False,7.8958,YoungAdult,S,25.0,
796,0,2,male,39.0,0,0,13.0,S,0,39.0,,1,True,U,1,False,13.0,Adult,S,39.0,
797,1,1,female,49.0,0,0,25.9292,S,1,49.0,,1,True,D,1,False,25.9292,Adult,S,49.0,
798,1,3,female,31.0,0,0,8.6833,S,1,31.0,,1,True,U,1,False,8.6833,Adult,S,31.0,
799,0,3,male,30.0,0,0,7.2292,C,0,30.0,,1,True,U,1,False,7.2292,Adult,C,30.0,
800,0,3,female,30.0,1,1,24.15,S,1,30.0,,3,False,U,3,False,24.15,Adult,S,30.0,
801,0,2,male,34.0,0,0,13.0,S,0,34.0,,1,True,U,2,False,13.0,Adult,S,34.0,
802,1,2,female,31.0,1,1,26.25,S,1,31.0,,3,False,U,3,False,26.25,Adult,S,31.0,
803,1,1,male,11.0,1,2,120.0,S,0,11.0,,4,False,B,4,False,120.0,Child,S,11.0,
804,1,3,male,0.42,0,1,8.5167,C,0,0.42,,2,False,U,1,False,8.5167,Child,C,0.42,
805,1,3,male,27.0,0,0,6.975,S,0,27.0,,1,True,U,1,False,6.975,YoungAdult,S,27.0,
806,0,3,male,31.0,0,0,7.775,S,0,31.0,,1,True,U,1,False,7.775,Adult,S,31.0,
807,0,1,male,39.0,0,0,0.0,S,0,39.0,,1,True,A,1,False,0.0,Adult,S,39.0,
808,0,3,female,18.0,0,0,7.775,S,1,18.0,,1,True,U,1,False,7.775,YoungAdult,S,18.0,
809,0,2,male,39.0,0,0,13.0,S,0,39.0,,1,True,U,1,False,13.0,Adult,S,39.0,
810,1,1,female,33.0,1,0,53.1,S,1,33.0,,2,False,E,2,False,53.1,Adult,S,33.0,
811,0,3,male,26.0,0,0,7.8875,S,0,26.0,,1,True,U,1,False,7.8875,YoungAdult,S,26.0,
812,0,3,male,39.0,0,0,24.15,S,0,39.0,,1,True,U,2,False,24.15,Adult,S,39.0,
813,0,2,male,35.0,0,0,10.5,S,0,35.0,,1,True,U,1,False,10.5,Adult,S,35.0,
814,0,3,female,6.0,4,2,31.275,S,1,6.0,,7,False,U,7,False,31.275,Child,S,6.0,
815,0,3,male,30.5,0,0,8.05,S,0,30.5,,1,True,U,1,False,8.05,Adult,S,30.5,
816,0,1,male,,0,0,0.0,S,0,40.0,,1,True,B,1,False,0.0,Adult,S,40.0,
817,0,3,female,23.0,0,0,7.925,S,1,23.0,,1,True,U,1,False,7.925,YoungAdult,S,23.0,
818,0,2,male,31.0,1,1,37.0042,C,0,31.0,,3,False,U,2,False,37.0042,Adult,C,31.0,
819,0,3,male,43.0,0,0,6.45,S,0,43.0,,1,True,U,1,False,6.45,Adult,S,43.0,
820,0,3,male,10.0,3,2,27.9,S,0,10.0,,6,False,U,6,False,27.9,Child,S,10.0,
821,1,1,female,52.0,1,1,93.5,S,1,52.0,,3,False,B,2,False,93.5,Adult,S,52.0,
822,1,3,male,27.0,0,0,8.6625,S,0,27.0,,1,True,U,1,False,8.6625,YoungAdult,S,27.0,
823,0,1,male,38.0,0,0,0.0,S,0,38.0,,1,True,U,1,False,0.0,Adult,S,38.0,
824,1,3,female,27.0,0,1,12.475,S,1,27.0,,2,False,E,2,False,12.475,YoungAdult,S,27.0,
825,0,3,male,2.0,4,1,39.6875,S,0,2.0,,6,False,U,6,False,39.6875,Child,S,2.0,
826,0,3,male,,0,0,6.95,Q,0,25.0,,1,True,U,1,False,6.95,YoungAdult,Q,25.0,
827,0,3,male,,0,0,56.4958,S,0,25.0,,1,True,U,7,False,56.4958,YoungAdult,S,25.0,
828,1,2,male,1.0,0,2,37.0042,C,0,1.0,,3,False,U,2,False,37.0042,Child,C,1.0,
829,1,3,male,,0,0,7.75,Q,0,25.0,,1,True,U,1,False,7.75,YoungAdult,Q,25.0,
830,1,1,female,62.0,0,0,80.0,,1,62.0,,1,True,B,2,False,80.0,Senior,S,62.0,
831,1,3,female,15.0,1,0,14.4542,C,1,15.0,,2,False,U,2,False,14.4542,Teen,C,15.0,
832,1,2,male,0.83,1,1,18.75,S,0,0.83,,3,False,U,3,False,18.75,Child,S,0.83,
833,0,3,male,,0,0,7.2292,C,0,25.0,,1,True,U,1,False,7.2292,YoungAdult,C,25.0,
834,0,3,male,23.0,0,0,7.8542,S,0,23.0,,1,True,U,1,False,7.8542,YoungAdult,S,23.0,
835,0,3,male,18.0,0,0,8.3,S,0,18.0,,1,True,U,1,False,8.3,YoungAdult,S,18.0,
836,1,1,female,39.0,1,1,83.1583,C,1,39.0,,3,False,E,1,False,83.1583,Adult,C,39.0,
837,0,3,male,21.0,0,0,8.6625,S,0,21.0,,1,True,U,1,False,8.6625,YoungAdult,S,21.0,
838,0,3,male,,0,0,8.05,S,0,25.0,,1,True,U,1,False,8.05,YoungAdult,S,25.0,
839,1,3,male,32.0,0,0,56.4958,S,0,32.0,,1,True,U,7,False,56.4958,Adult,S,32.0,
840,1,1,male,,0,0,29.7,C,0,40.0,,1,True,C,1,False,29.7,Adult,C,40.0,
841,0,3,male,20.0,0,0,7.925,S,0,20.0,,1,True,U,1,False,7.925,YoungAdult,S,20.0,
842,0,2,male,16.0,0,0,10.5,S,0,16.0,,1,True,U,2,False,10.5,Teen,S,16.0,
843,1,1,female,30.0,0,0,31.0,C,1,30.0,,1,True,U,2,False,31.0,Adult,C,30.0,
844,0,3,male,34.5,0,0,6.4375,C,0,34.5,,1,True,U,1,False,6.4375,Adult,C,34.5,
845,0,3,male,17.0,0,0,8.6625,S,0,17.0,,1,True,U,1,False,8.6625,Teen,S,17.0,
846,0,3,male,42.0,0,0,7.55,S,0,42.0,,1,True,U,1,False,7.55,Adult,S,42.0,
847,0,3,male,,8,2,69.55,S,0,25.0,,11,False,U,7,False,69.55,YoungAdult,S,25.0,
848,0,3,male,35.0,0,0,7.8958,C,0,35.0,,1,True,U,1,False,7.8958,Adult,C,35.0,
849,0,2,male,28.0,0,1,33.0,S,0,28.0,,2,False,U,3,False,33.0,YoungAdult,S,28.0,
850,1,1,female,,1,0,89.1042,C,1,35.0,,2,False,C,2,False,89.1042,Adult,C,35.0,
851,0,3,male,4.0,4,2,31.275,S,0,4.0,,7,False,U,7,False,31.275,Child,S,4.0,
852,0,3,male,74.0,0,0,7.775,S,0,74.0,,1,True,U,1,False,7.775,Senior,S,74.0,
853,0,3,female,9.0,1,1,15.2458,C,1,9.0,,3,False,U,2,False,15.2458,Child,C,9.0,
854,1,1,female,16.0,0,1,39.4,S,1,16.0,,2,False,D,1,False,39.4,Teen,S,16.0,
855,0,2,female,44.0,1,0,26.0,S,1,44.0,,2,False,U,2,False,26.0,Adult,S,44.0,
856,1,3,female,18.0,0,1,9.35,S,1,18.0,,2,False,U,1,False,9.35,YoungAdult,S,18.0,
857,1,1,female,45.0,1,1,164.8667,S,1,45.0,,3,False,U,2,False,164.8667,Adult,S,45.0,
858,1,1,male,51.0,0,0,26.55,S,0,51.0,,1,True,E,1,False,26.55,Adult,S,51.0,
859,1,3,female,24.0,0,3,19.2583,C,1,24.0,,4,False,U,4,False,19.2583,YoungAdult,C,24.0,
860,0,3,male,,0,0,7.2292,C,0,25.0,,1,True,U,1,False,7.2292,YoungAdult,C,25.0,
861,0,3,male,41.0,2,0,14.1083,S,0,41.0,,3,False,U,1,False,14.1083,Adult,S,41.0,
862,0,2,male,21.0,1,0,11.5,S,0,21.0,,2,False,U,1,False,11.5,YoungAdult,S,21.0,
863,1,1,female,48.0,0,0,25.9292,S,1,48.0,,1,True,D,1,False,25.9292,Adult,S,48.0,
864,0,3,female,,8,2,69.55,S,1,21.5,,11,False,U,7,False,69.55,YoungAdult,S,21.5,
865,0,2,male,24.0,0,0,13.0,S,0,24.0,,1,True,U,1,False,13.0,YoungAdult,S,24.0,
866,1,2,female,42.0,0,0,13.0,S,1,42.0,,1,True,U,1,False,13.0,Adult,S,42.0,
867,1,2,female,27.0,1,0,13.8583,C,1,27.0,,2,False,U,1,False,13.8583,YoungAdult,C,27.0,
868,0,1,male,31.0,0,0,50.4958,S,0,31.0,,1,True,A,1,False,50.4958,Adult,S,31.0,
869,0,3,male,,0,0,9.5,S,0,25.0,,1,True,U,1,False,9.5,YoungAdult,S,25.0,
870,1,3,male,4.0,1,1,11.1333,S,0,4.0,,3,False,U,3,False,11.1333,Child,S,4.0,
871,0,3,male,26.0,0,0,7.8958,S,0,26.0,,1,True,U,1,False,7.8958,YoungAdult,S,26.0,
872,1,1,female,47.0,1,1,52.5542,S,1,47.0,,3,False,D,2,False,52.5542,Adult,S,47.0,
873,0,1,male,33.0,0,0,5.0,S,0,33.0,,1,True,B,1,False,5.0,Adult,S,33.0,
874,0,3,male,47.0,0,0,9.0,S,0,47.0,,1,True,U,1,False,9.0,Adult,S,47.0,
875,1,2,female,28.0,1,0,24.0,C,1,28.0,,2,False,U,2,False,24.0,YoungAdult,C,28.0,
876,1,3,female,15.0,0,0,7.225,C,1,15.0,,1,True,U,1,False,7.225,Teen,C,15.0,
877,0,3,male,20.0,0,0,9.8458,S,0,20.0,,1,True,U,2,False,9.8458,YoungAdult,S,20.0,
878,0,3,male,19.0,0,0,7.8958,S,0,19.0,,1,True,U,1,False,7.8958,YoungAdult,S,19.0,
879,0,3,male,,0,0,7.8958,S,0,25.0,,1,True,U,1,False,7.8958,YoungAdult,S,25.0,
880,1,1,female,56.0,0,1,83.1583,C,1,56.0,,2,False,C,2,False,83.1583,Adult,C,56.0,
881,1,2,female,25.0,0,1,26.0,S,1,25.0,,2,False,U,2,False,26.0,YoungAdult,S,25.0,
882,0,3,male,33.0,0,0,7.8958,S,0,33.0,,1,True,U,1,False,7.8958,Adult,S,33.0,
883,0,3,female,22.0,0,0,10.5167,S,1,22.0,,1,True,U,1,False,10.5167,YoungAdult,S,22.0,
884,0,2,male,28.0,0,0,10.5,S,0,28.0,,1,True,U,1,False,10.5,YoungAdult,S,28.0,
885,0,3,male,25.0,0,0,7.05,S,0,25.0,,1,True,U,1,False,7.05,YoungAdult,S,25.0,
886,0,3,female,39.0,0,5,29.125,Q,1,39.0,,6,False,U,5,False,29.125,Adult,Q,39.0,
887,0,2,male,27.0,0,0,13.0,S,0,27.0,,1,True,U,1,False,13.0,YoungAdult,S,27.0,
888,1,1,female,19.0,0,0,30.0,S,1,19.0,,1,True,B,1,False,30.0,YoungAdult,S,19.0,
889,0,3,female,,1,2,23.45,S,1,21.5,,4,False,U,2,False,23.45,YoungAdult,S,21.5,
890,1,1,male,26.0,0,0,30.0,C,0,26.0,,1,True,C,1,False,30.0,YoungAdult,C,26.0,
891,0,3,male,32.0,0,0,7.75,Q,0,32.0,,1,True,U,1,False,7.75,Adult,Q,32.0,
